item_id,x,y
159,-1.5118,4.7028155
160,-0.9056073,5.981662
161,-2.0155592,3.6799104
162,-1.1543087,8.023561
163,-0.7022654,6.98481
164,-1.0997874,8.041598
165,-3.0999632,4.152552
166,-2.7570443,3.9074795
167,-3.5865624,4.183818
168,-2.7156875,4.3147764
169,-2.6942585,4.0385246
170,-2.4487169,4.162987
171,0.23950085,5.687051
172,-0.5932308,6.7516265
173,-1.9018081,4.2803736
174,-2.8709095,3.7503843
175,-2.8647873,4.078069
176,-0.8469145,5.968587
177,-2.8035483,3.9507594
178,-2.155518,2.9139814
179,-3.6352544,4.425269
180,-1.8109545,4.692705
181,-2.1713455,4.349696
182,-1.5526155,4.8426824
183,-2.052027,5.7523565
184,-1.2943156,5.986442
185,-2.988355,3.5101225
186,-1.5220774,5.0558968
187,-0.53232694,6.0617785
188,-1.55301,5.1621404
189,-1.801777,4.590945
190,-0.04516304,5.4741225
191,0.10923126,5.4896483
192,-0.0846697,6.0901327
193,-0.69800544,9.008692
194,2.8242555,8.43918
195,-0.91286075,8.120648
196,-0.5208058,8.840633
197,-0.36612046,7.7373457
198,2.2141268,11.092244
199,2.568237,8.457966
200,3.2122092,8.801203
201,-3.2785947,3.0317547
202,-0.23709805,7.999731
203,-0.69051474,7.333667
204,0.010096435,8.0029335
205,-0.8195439,6.885346
206,-0.2656722,7.9423475
207,0.18726364,8.28618
208,-0.07163909,8.056629
209,-4.608841,2.7859166
210,-3.6181028,2.5280256
211,-2.5370107,2.2898808
212,-3.1685128,2.698748
213,3.091773,8.648085
214,3.1666484,8.63507
215,-1.2268095,7.5499234
216,2.7454572,8.378462
217,2.8012717,8.318202
218,3.174536,8.528049
219,3.3519456,11.971767
220,-4.217966,3.284382
221,-2.7420902,2.9889474
222,-1.2542661,9.055296
223,0.2127268,7.776663
224,2.7525349,8.460082
225,1.4629991,8.704266
226,3.17651,8.5648
227,3.1189024,8.53552
228,3.195266,8.573209
229,2.8111072,8.456611
230,3.2190235,8.637243
231,3.1124692,8.56727
232,3.0652025,8.551837
233,4.7125163,7.181271
234,4.6836786,7.1726875
235,4.730326,7.1710176
236,4.715633,7.178159
237,4.71684,7.1820135
238,4.704054,7.1825476
239,4.7136455,7.1833105
240,4.7025385,7.186014
241,4.71901,7.1799073
242,4.6866117,7.193065
243,2.9814668,8.438126
244,1.569413,11.4500885
245,1.7387023,11.136958
246,3.1616867,8.568682
247,-1.3380661,8.865373
248,3.4029963,11.411031
249,3.3986423,11.417912
250,-0.29746357,10.015193
251,-0.034323715,8.325251
252,-0.62007165,8.662652
253,3.083462,8.56841
254,3.1485438,8.52499
255,2.8910873,8.361616
256,3.139775,8.543619
257,3.1382318,8.598433
258,3.1011972,8.459341
259,3.0176046,8.409575
260,3.149585,8.539947
261,2.9922907,8.410548
262,-0.47980618,8.891295
263,2.676638,8.475594
264,-0.46869406,8.933035
265,3.193142,8.507961
266,2.9944541,9.001986
267,3.160011,8.87265
268,2.9542742,9.13496
269,2.896454,9.155097
270,2.8790455,9.071175
271,-0.078667395,7.6544943
272,-2.4976127,5.3462167
273,-4.345804,3.0762718
274,-3.1968622,2.286207
275,-2.637857,4.4488754
276,3.0231307,8.862082
277,2.7362747,10.323293
278,2.2729917,8.887109
279,-3.0072012,6.159184
280,-0.42266816,7.0673757
281,-0.71972543,6.746353
282,-0.22942777,7.839183
283,-1.4412373,8.426628
284,2.6113183,10.846011
285,-0.06506485,8.089085
286,0.24794258,9.856839
287,2.6888852,10.901285
288,3.1440616,8.510386
289,3.1332593,8.548304
290,4.716528,7.1811156
291,-0.12666018,8.127847
292,-0.10680293,7.9965596
293,-3.5880852,2.3839397
294,2.6908402,10.48859
295,-4.0817494,3.4485197
296,-3.3214338,2.592395
297,3.1575742,11.87659
298,3.5074465,9.554263
299,-0.18248814,9.238842
300,-0.122553825,9.273864
301,-0.610704,8.446978
302,-0.88285977,8.222289
303,-0.045608416,9.226691
304,-3.8962214,3.1519158
305,-5.1959105,3.1671865
306,-3.439556,2.5730765
307,3.1627648,8.597123
308,-0.020722741,8.27531
309,-0.16650362,7.9063163
310,0.54030144,8.824009
311,0.3854094,8.02848
312,3.0471542,8.589998
313,3.0804555,8.946051
314,-0.62620264,8.737174
315,-3.065159,2.1998873
316,-3.7255342,2.8890626
317,-3.392724,2.4585917
318,-3.5306482,3.364668
319,-1.0398723,8.604363
320,2.1955895,11.170494
321,1.4012866,11.868164
322,2.159105,11.151138
323,3.2305548,8.678365
324,3.1911106,8.4907465
325,3.279305,8.822707
326,3.046702,9.042521
327,3.0485017,9.095516
328,-0.23604868,4.646862
329,-0.29264608,4.608128
330,-0.25012127,4.638583
331,3.018981,8.941737
332,-0.5410909,8.989547
333,2.828209,8.398576
334,0.09089759,9.251565
335,0.48146057,8.454575
336,-0.91908807,8.362015
337,-1.0007751,8.328809
338,-1.3368211,8.358469
339,-0.17443097,7.8345695
340,-0.20974395,8.0295925
341,-0.851179,8.54761
342,3.1913345,11.87614
343,3.2981355,11.910823
344,-0.59732485,7.737968
345,-3.3859363,2.7064164
346,3.1110349,8.617121
347,-0.5205352,7.855052
348,-0.38634837,7.8251877
349,-0.45803675,7.7467127
350,-3.1637743,1.3991467
351,-2.7677436,1.9150603
352,-2.32892,2.2122998
353,-2.8413167,2.3176053
354,-1.3668833,2.1354847
355,-0.4812655,2.3910182
356,-1.8828844,0.528416
357,0.09815753,7.003637
358,-0.34853193,7.8510795
359,-2.5775774,2.2434194
360,-2.212171,2.4154804
361,-2.5732925,2.237405
362,-2.3585281,2.3656356
363,-2.298854,2.366417
364,-2.3704991,2.3666193
365,-2.5699568,2.257413
366,-2.3158476,2.4924178
367,-2.3627167,2.394683
368,-4.0608544,5.4599566
369,-1.9673414,1.7079722
370,-0.9540964,4.778145
371,-3.0669591,3.2191155
372,1.583246,5.8391256
373,-2.0679588,2.5999267
374,0.25289962,6.940761
375,-1.230288,6.5281115
376,0.21637765,6.976164
377,-2.1089816,2.572071
378,0.1603145,6.90679
379,-0.61914766,7.286962
380,1.2647601,5.7177052
381,0.25959373,6.9247155
382,2.9494982,5.864928
383,0.09097409,6.8034782
384,0.21290024,7.0537343
385,-2.4510992,3.51048
386,0.17319064,6.9003263
387,-0.86945003,4.908798
388,-0.65215343,3.5475934
389,-2.023272,1.6532205
390,-2.1805625,2.3472
391,-1.9816374,5.796504
392,-0.5546245,7.0746875
393,-0.23719624,6.652843
394,-0.13048679,6.8290815
395,-0.68071014,8.441287
396,0.33037204,6.8160033
397,-2.4597266,0.6436363
398,-2.2447674,2.912768
399,-2.9873033,1.3157412
400,-2.606927,0.5960353
401,-2.5898304,1.8960996
402,-2.0349286,4.608934
403,-2.2909992,1.6755589
404,-2.3356245,1.5634851
405,-2.4225295,2.2361994
406,-1.0751122,0.0010066758
407,-2.4817498,0.5785343
408,-2.2826178,2.2987313
409,-2.6479607,0.91374606
410,-1.8991868,5.9197536
411,-2.4790304,1.1321527
412,-2.3342276,1.8877972
413,-2.292118,1.7335775
414,-2.1520767,2.4665587
415,-2.1743715,2.4333456
416,-0.3491086,7.827783
417,-0.4500749,7.8189917
418,-2.6092215,1.2861477
419,0.28161335,6.7454796
420,0.3679482,6.729521
421,0.11715022,6.80833
422,-3.2805307,2.3473768
423,-3.0020285,2.112953
424,3.1437314,6.006485
425,-2.215631,4.8099856
426,0.073079936,6.9003677
427,0.16411866,8.152799
428,-0.23688206,7.692432
429,1.3864887,5.7500143
430,-0.24535027,7.996203
431,-3.4211917,2.6933377
432,1.5831097,5.857747
433,-2.248744,1.7963417
434,-2.7902353,2.0196342
435,-4.3540664,2.2112076
436,1.2990515,5.743866
437,-1.954698,-0.14401978
438,-2.8578947,2.7641604
439,0.17484389,6.9520755
440,0.18620792,6.9705873
441,-2.7843988,3.5941157
442,-2.5421617,2.3507385
443,-3.590429,3.7712932
444,-3.067637,2.4835265
445,0.26468843,6.964373
446,-0.6388022,7.3913474
447,0.24626705,6.9340267
448,0.18115622,6.91396
449,0.1760922,7.0017605
450,-1.9670433,-0.221398
451,-0.5836964,7.9741077
452,0.30581662,6.7757034
453,0.33944228,6.849622
454,0.35023966,6.841573
455,0.41093758,6.683847
456,0.36799183,6.8298492
457,0.35246125,6.4971085
458,-1.8526217,1.4409745
459,-1.904042,-0.28027475
460,0.22623774,6.9668317
461,-2.7553427,2.8935025
462,-3.0872788,3.139517
463,-2.0063837,2.0446742
464,-2.461437,3.8160946
465,0.25479516,6.9621863
466,0.21282545,6.9989505
467,1.3363407,5.753993
468,0.25330526,6.9160733
469,1.3101197,5.718854
470,1.3085093,5.738672
471,0.3075113,6.8317785
472,0.44232777,5.8354125
473,0.34936026,5.834218
474,0.18913096,5.8583193
475,0.09315428,6.805896
476,0.24178874,6.9346824
477,0.20064631,6.845361
478,0.19903444,6.860659
479,-2.3397136,2.364275
480,1.3659172,5.746625
481,-2.4724941,3.2691436
482,-0.5654952,7.4813976
483,-2.2758782,2.3124516
484,0.21836938,9.817503
485,0.29774675,6.7562914
486,0.36906132,6.53592
487,0.25693372,6.981881
488,-2.1739028,2.2293823
489,1.2711421,5.7837396
490,-1.6489512,4.610044
491,0.41587177,6.8182087
492,-0.48323444,7.8920865
493,1.911464,5.8566957
494,2.9088948,5.835885
495,1.3990483,5.767141
496,-0.46636963,2.2281618
498,-3.7804081,3.855799
499,0.1426749,6.805954
500,0.15499644,6.867177
501,0.28101453,6.890479
502,1.0672011,8.592403
503,1.3933017,8.383107
504,2.0047622,8.377948
505,-0.62551886,8.241254
506,1.8669292,8.265324
507,0.15284288,7.9196663
508,-4.2194653,3.107426
509,1.9084285,8.450003
510,1.5185488,8.570221
511,1.4546068,8.340399
512,0.39321694,8.136352
513,0.5085135,8.098846
514,0.39057434,8.0584345
515,0.59297293,8.055511
516,0.5124881,8.0863285
517,0.59050316,8.2533045
518,0.16383949,8.108022
519,-0.7539762,7.219676
520,1.8096348,8.396272
521,-4.4377837,2.3953836
522,1.0386945,9.413935
523,1.9520047,8.121486
524,0.72943217,8.0283985
525,1.7140032,8.376371
526,0.5978172,9.08089
527,2.0639746,8.530396
528,-3.6518617,1.1853825
529,-0.23212078,7.957404
530,1.7983373,8.219165
531,1.6249135,8.336801
532,1.6251316,8.423774
533,1.4447815,8.548799
534,1.5639447,8.534666
535,1.5944587,8.441373
536,1.7524455,8.273404
537,1.8072691,8.2942505
538,1.3313134,8.314859
539,1.1442235,8.426538
540,0.011759694,8.227197
541,1.9243282,8.372535
542,1.6922854,8.389047
543,1.3371046,8.296545
544,-1.0368227,4.3547077
545,-0.54778564,4.5944896
546,1.9641758,8.411936
547,0.7408847,8.990102
548,-1.0850679,6.4642997
549,-0.3811941,7.2904263
550,4.683805,7.152216
551,4.688098,7.164142
552,1.772454,8.074702
553,1.6504738,8.357275
554,1.8687565,8.169279
555,1.6515334,8.346318
556,0.659955,8.046657
557,-1.0956949,4.450233
558,-0.9934569,5.346913
559,1.6820315,8.231743
560,-0.27469936,4.7191763
561,-0.47745508,4.51921
562,-0.51142263,4.793352
563,-0.45293203,4.7552304
564,-0.5138693,4.66369
565,-0.63129425,4.493284
566,-0.5121256,4.619307
567,-0.552982,4.5173693
568,-4.056945,2.5190701
569,-0.4573103,4.642438
570,-0.44166955,4.764416
571,-0.4664251,4.7766814
572,-1.1379178,4.410988
573,1.9581491,8.353067
574,0.8588357,8.386322
575,1.6363828,8.343939
576,0.94356626,8.380296
577,-0.10926864,8.270295
578,0.9699534,8.246651
579,0.9683745,8.357051
580,1.1688844,8.205146
581,-3.7199168,1.245703
582,-3.6562264,1.173592
583,1.9143987,8.329086
584,1.8353308,8.250656
585,1.8863491,8.27929
586,1.4371854,9.407046
587,-1.1566685,4.1355295
588,0.1700757,7.935873
589,-0.9565558,4.556892
590,-1.2254984,4.1959224
591,1.7989839,8.363244
592,0.87151617,8.387555
593,1.6028119,8.337553
594,1.2203126,8.322797
595,1.6636854,8.324799
596,4.6877046,7.148593
597,1.2822485,8.43682
598,1.9555721,8.226483
599,-1.316247,4.144743
600,0.71646196,8.096533
601,1.7832059,8.474588
602,0.40759033,7.966898
603,-0.63644886,8.106245
604,-1.1523054,7.0148287
605,4.659009,7.1575418
606,1.334347,8.297641
607,0.39923418,8.124038
608,0.7699324,8.202
609,0.67492133,8.684482
610,1.626166,8.334052
611,1.8327934,8.288708
612,-4.3251843,2.3261588
613,0.43530303,7.990729
614,0.43276396,8.0751915
615,-0.3570963,4.815559
616,0.35960093,8.057366
617,1.935027,8.398327
618,-4.653757,2.783138
619,-4.4101634,3.2090816
620,-4.418893,3.28864
621,-4.4459953,2.9401348
622,-0.4907896,4.501532
623,2.0122135,8.47426
624,-1.3048104,0.017810252
625,1.7287786,8.306159
626,0.8160526,8.7248955
627,1.4928675,8.209365
628,1.4574109,8.126154
629,1.9348243,8.125205
630,1.8889623,8.218581
631,0.24511983,8.166006
632,-0.41660523,4.7930765
633,1.7454451,8.26769
634,1.9075835,8.192884
635,-0.56763685,7.378087
636,1.8637005,8.198539
637,-0.42554986,4.784527
638,-0.17684394,7.8421926
639,0.440818,8.151531
640,0.45843834,8.051879
641,-0.43388623,7.941052
642,0.61720544,8.145221
643,1.4236529,7.935882
644,1.2858367,8.441698
645,-0.65853345,6.231734
646,0.75778735,8.2350235
647,0.7604652,8.661637
648,1.7009407,8.26458
649,0.63262933,8.702644
650,0.20707452,8.224793
651,-3.7072673,1.2201579
652,-0.47214627,4.6153555
653,-0.3948532,7.984457
654,-4.490331,4.3277054
655,1.8530413,8.39413
656,0.81722224,9.125559
657,0.27410513,8.149286
658,0.89447755,8.251887
659,1.7387477,8.276227
660,-0.52427745,4.511916
661,0.9503742,8.240412
662,1.1427268,8.288117
663,1.7796812,8.097652
664,0.8409289,8.183263
665,1.9779685,8.352245
666,1.8848225,8.179557
667,1.6987675,8.261142
668,-0.3721312,4.667755
669,2.0007885,10.39244
670,1.8679954,8.216431
671,1.4931251,8.434495
672,0.71606517,8.069325
673,0.4354463,8.125869
674,1.6665539,9.42564
675,-2.8475873,2.7378275
676,0.003980874,8.247505
677,0.86993706,8.220335
678,1.5930384,8.202697
679,1.7836746,8.34937
680,1.7211467,8.341279
681,0.3593476,8.008942
682,0.28469273,8.056797
683,-3.676976,1.2318988
684,2.021219,8.49797
685,1.8363585,8.083501
686,1.9904201,8.432807
687,-2.843663,3.4932017
688,-0.4658674,4.5579257
689,2.0101388,8.390297
690,-0.46772513,4.6158247
691,2.057487,8.528153
692,1.8958436,8.237604
693,1.779125,8.28597
694,12.994044,3.403047
695,13.1626835,3.3603463
696,13.0545635,3.311335
697,13.068852,3.284946
698,13.096207,3.323214
699,12.96306,3.2745054
700,13.440914,3.7387128
701,11.784812,1.1241987
702,13.305609,3.4769459
703,12.521395,2.5329018
704,12.536133,2.5505068
705,13.2718935,3.5115783
706,13.4280205,3.6904204
707,11.840801,0.9657969
708,12.899712,3.2004857
709,13.669931,3.7493286
710,13.205745,3.554178
711,12.51649,2.5285542
712,12.555752,2.569329
713,13.524556,3.5867891
714,13.123743,3.4449344
715,13.358522,3.3719416
716,13.38235,3.4402595
717,13.451208,3.567757
718,13.451525,3.6043255
719,12.930935,3.206842
720,12.87696,3.1864088
721,12.886375,3.2029269
722,12.936174,3.2183168
723,12.906918,3.2344189
724,3.0261512,5.9259663
725,12.036682,2.177691
726,12.137571,1.5724549
727,12.101084,1.7368075
728,12.943338,3.199699
729,12.53197,2.517037
730,11.979192,1.875751
731,12.567687,2.5773194
732,13.124095,3.4609075
733,13.003,3.3489826
734,12.746489,2.9358613
735,12.566149,2.5893362
736,13.265537,3.4085112
737,12.515478,2.4778395
738,13.710077,3.728562
739,13.740662,3.7248054
740,13.728777,3.763158
741,13.75255,3.7319472
742,13.760054,3.7586117
743,12.528207,2.5475366
744,13.457937,3.6283
745,13.192379,3.320476
746,12.081523,2.002045
747,12.147113,1.720636
748,12.047828,1.5903456
749,12.073402,1.3297594
750,11.851522,1.1616094
751,13.015029,3.2022123
752,13.508882,3.5461366
753,13.549798,3.6428754
754,11.888387,1.8306508
755,12.332571,2.3126657
756,13.246416,3.4247174
757,13.048546,3.5714266
758,12.53882,2.5518122
759,13.274238,3.6917827
760,13.289744,3.4511788
761,13.294296,3.7144501
762,13.622149,3.722284
763,13.730692,3.7749503
764,13.718746,3.5864651
765,13.786271,3.6001716
766,12.215377,2.2442513
767,12.078466,1.846959
768,11.918092,1.6021658
769,12.30581,2.0409024
770,13.489863,4.2056937
771,13.509968,4.1738195
772,13.504429,4.212771
773,13.486962,4.0560164
774,13.479277,4.20575
775,13.308726,3.4582088
776,13.472867,4.184967
777,13.485113,4.189441
778,13.485928,4.1983013
779,13.49709,4.195877
780,13.536413,4.0534377
781,13.270967,3.4416232
782,13.38399,3.6768756
783,13.502715,4.0807257
784,13.506597,3.9170294
785,13.498871,4.1956615
786,13.493593,4.2026653
787,13.484533,4.2236357
788,13.481696,4.198241
789,13.461934,4.010839
790,13.486419,4.1913724
791,13.048557,3.5619845
792,13.269165,3.7402344
793,13.369172,3.7336812
794,13.270462,3.7313073
795,13.307497,3.6127393
796,13.432964,3.6247706
797,13.280247,3.7149837
798,13.424111,3.6267858
799,13.567177,3.7205522
800,13.506,3.7138164
801,13.069275,3.5422146
802,13.068252,3.5773203
803,13.130984,3.622458
804,13.046641,3.5142338
805,13.066152,3.586757
806,13.30836,3.5085883
807,13.373021,3.6958885
808,13.429016,3.674803
809,13.545785,3.6337798
810,13.593681,3.670528
811,13.196056,3.6626894
812,13.491931,3.7114112
813,13.004976,3.5126545
814,13.02308,3.4349766
815,12.967521,3.3470583
816,12.40357,2.416866
817,11.763556,1.9333463
818,11.853241,2.0257928
819,11.7453985,1.9713885
820,13.750675,3.5650818
821,13.680941,3.5601583
822,13.6818285,3.4849555
823,13.696668,3.598213
824,13.718969,3.5607529
825,13.694665,3.5809257
826,13.710499,3.5604463
827,13.6685505,3.5493388
828,13.727857,3.5786736
829,13.785009,3.5826635
830,13.788471,3.5618024
831,13.781107,3.5541358
832,13.451261,3.4657416
833,13.71254,3.7017188
834,13.348017,3.4971259
835,13.426668,3.5934975
836,13.024,3.4374378
837,13.331559,3.7445977
838,13.48907,3.4491353
839,12.654418,2.6960561
840,13.146386,3.3478975
841,13.47255,3.4888494
842,12.100077,1.5179796
843,11.356904,1.1452702
844,13.4072075,3.7468903
845,13.314664,3.5559783
846,13.680326,3.6709769
847,12.046651,1.2257237
848,12.195468,1.9998947
849,13.049021,3.2956607
850,13.39203,3.4217794
851,13.563411,3.536409
852,12.949869,3.235496
853,12.912586,3.2148235
854,13.362817,3.5660527
855,13.517547,3.3778112
856,12.2434225,2.0371199
857,13.474529,3.5795844
858,12.480147,2.500761
859,13.031892,3.4241579
860,11.886491,1.4469225
861,13.431429,3.6357384
862,12.5643015,2.5605671
863,12.920947,3.3187137
864,12.25075,2.0148437
865,13.309205,3.392872
866,12.192779,1.8715769
867,13.440239,3.7347674
868,13.43656,3.569733
869,13.692841,3.7253575
870,13.422674,3.603304
871,13.4803,3.6191752
872,12.951663,3.3280623
873,12.925569,3.3001058
874,12.977226,3.2236328
875,12.942869,3.295039
876,12.954863,3.3300004
877,13.382067,3.653609
878,13.575201,3.5794516
879,11.656441,1.627465
880,13.264111,3.4643881
881,13.159647,3.3617516
882,13.602536,3.552143
883,2.4348202,10.032931
884,-4.1228414,2.6337802
885,-4.7366624,2.518707
886,-4.7975774,2.4867833
887,-4.061307,3.9507947
888,-4.713966,2.457163
889,-4.7533555,3.4114902
890,-4.87824,3.2268813
891,-4.8033037,3.325614
892,-4.868612,3.207501
893,-1.2214692,2.3467739
894,-4.5052233,2.0943904
895,-5.062975,2.8297293
896,-4.854748,3.4000614
897,-3.590946,2.1750734
898,-4.4096565,2.1821535
899,-4.8340135,2.5530083
900,-4.6734834,2.48161
901,2.5050373,10.182007
902,-2.9999456,4.9353046
903,-4.22913,4.1809235
904,-4.730294,2.800423
905,-4.8389053,2.285544
906,-4.112014,3.2566326
907,-3.5416017,1.6651859
908,-4.733912,2.8531187
909,-4.5554404,2.8227518
910,-4.4268327,3.0576603
911,-4.634056,2.9616888
912,-4.9613566,2.4551973
913,-4.3830385,2.5012057
914,-4.89619,2.5562153
915,-4.986428,2.4315906
916,-3.8376253,3.4228544
917,-2.474622,4.472654
918,-4.7434974,2.3158786
919,0.17094581,6.7873645
920,2.495792,9.954
921,-4.0747313,3.0715516
922,-4.2339206,2.1084187
923,-2.0363588,1.8410032
924,2.0736423,10.614063
925,-4.2684646,2.6589475
926,-3.3997843,1.1263851
927,-3.925466,1.4558704
928,-0.7801675,9.502469
929,-3.3415618,1.2496091
930,-3.5578387,1.2733053
931,-3.861982,1.3674228
932,-0.16575277,7.61791
933,-3.730028,1.5085268
934,-3.545893,1.3569531
935,-3.7329059,1.576658
936,-3.4142294,1.0420194
937,-3.9335465,1.7112904
938,-4.1236997,1.7586199
939,-3.5124946,1.3759024
940,-3.3631153,1.2671889
941,-3.7463958,1.4479827
942,-4.909717,2.4510171
943,-3.44685,1.1421205
944,-4.0449505,1.5645715
945,-3.1720266,1.1629522
946,-3.9531894,1.7691551
947,-3.6505713,1.5674415
948,-3.4297051,1.1386937
949,-4.5139265,1.9368014
950,-3.945129,1.50379
951,-3.774607,6.1382327
952,-3.4814215,1.2171687
953,-3.4270284,1.4239099
954,1.8486265,9.136813
955,-0.7404822,4.502838
956,2.5363781,9.81958
957,1.2479496,8.894939
958,-4.0793657,2.6044936
959,-4.582409,2.6400416
960,-3.8280487,1.8858831
961,-3.9765258,2.4358819
962,-4.464565,2.324261
963,-4.3545985,2.3348384
964,-4.252465,2.0438237
965,-5.2217107,3.0004
966,-2.3800137,5.3333187
967,-4.5674667,2.832514
968,2.5528111,10.018206
969,-3.5614042,2.861681
970,-2.7838967,4.4921045
971,-3.4276757,2.3773687
972,-4.780837,2.9295607
973,-4.908331,2.7419746
974,-2.3663042,5.360117
975,-3.7149143,4.219886
976,-2.5977678,5.0019994
977,-2.2196429,5.576492
978,-4.716507,3.3230102
979,-5.124629,3.2135043
980,-2.663073,4.554534
981,2.382853,10.336806
982,-4.244647,1.9334893
983,-4.749148,2.2664633
984,-4.7310095,2.367264
985,-4.672001,2.1868515
986,2.4298775,10.27197
987,-3.5423114,3.1711335
988,2.1177795,9.997195
989,2.5092483,10.085483
990,-3.081319,4.72025
991,-0.7754034,8.424679
992,-4.8526998,2.674305
993,2.48281,9.7664585
994,2.5586612,9.908385
995,2.5835624,9.869181
996,2.5528235,9.878693
997,-4.030951,1.8676062
998,-4.8413415,2.4043105
999,-4.946422,2.4408286
1000,-4.0300584,2.3062015
1001,-4.7535744,3.1811397
1002,-4.7506013,2.452106
1003,-3.4710076,3.1208751
1004,-4.0490937,3.3378675
1005,-4.3829145,2.794356
1006,-3.6978736,1.9190773
1007,-4.2722926,3.3037643
1008,-4.8446527,2.476752
1009,-3.7994454,1.9712025
1010,-4.867066,2.820136
1011,-4.5694895,2.5012076
1012,-4.8888683,2.5307777
1013,2.4311862,10.105478
1014,2.4247966,10.124
1015,-4.4592376,2.564998
1016,-3.872648,1.9987469
1017,-4.8070307,2.4588661
1018,-3.994698,1.9032143
1019,-4.960028,2.93963
1020,-4.726487,2.327839
1021,-4.7706633,2.5942538
